size,connectance,sigma,mu_u,mu_l,Robs
250,0.5,0.25,-0.19999999999999996,0.5,0.6235733990733491
250,0.5,0.25,-0.19999999999999996,0.5,0.641251572940933
250,0.5,0.25,-0.19999999999999996,0.5,0.6716759797823357
250,0.5,0.25,-0.19999999999999996,0.5,0.6287162577407145
250,0.5,0.25,-0.19999999999999996,0.5,0.6565470553142794
250,0.5,0.25,-0.19999999999999996,0.5,0.6323207126052682
250,0.5,0.25,-0.19999999999999996,0.5,0.6593569722533713
250,0.5,0.25,-0.19999999999999996,0.5,0.6392048478748914
250,0.5,0.25,-0.19999999999999996,0.5,0.6489889433163568
250,0.5,0.25,-0.19999999999999996,0.5,0.629010477397823
250,0.5,0.25,-0.19999999999999996,0.5,0.6529085773252828
250,0.5,0.25,-0.19999999999999996,0.5,0.6530486978317772
250,0.5,0.25,-0.19999999999999996,0.5,0.6243065787487437
250,0.5,0.25,-0.19999999999999996,0.5,0.6339307422915527
250,0.5,0.25,-0.19999999999999996,0.5,0.652274686654726
250,0.5,0.25,-0.19999999999999996,0.5,0.63868109216556
250,0.5,0.25,-0.19999999999999996,0.5,0.6481557879957035
250,0.5,0.25,-0.19999999999999996,0.5,0.6527869572937346
250,0.5,0.25,-0.19999999999999996,0.5,0.6523084638782699
250,0.5,0.25,-0.19999999999999996,0.5,0.6409200824780967
250,0.5,0.25,-0.19999999999999996,0.5,0.6613277265981798
250,0.5,0.25,-0.19999999999999996,0.5,0.6399352013086097
250,0.5,0.25,-0.19999999999999996,0.5,0.6619553634676438
250,0.5,0.25,-0.19999999999999996,0.5,0.6302816369599337
250,0.5,0.25,-0.19999999999999996,0.5,0.6561188794961819
250,0.5,0.25,-0.19999999999999996,0.5,0.6203709600637896
250,0.5,0.25,-0.19999999999999996,0.5,0.6250744540418169
250,0.5,0.25,-0.19999999999999996,0.5,0.6213629060476337
250,0.5,0.25,-0.19999999999999996,0.5,0.635072143557012
250,0.5,0.25,-0.19999999999999996,0.5,0.6401836806131663
250,0.5,0.25,-0.19999999999999996,0.5,0.6410471324847553
250,0.5,0.25,-0.19999999999999996,0.5,0.6559222387812693
250,0.5,0.25,-0.19999999999999996,0.5,0.6363741141528495
250,0.5,0.25,-0.19999999999999996,0.5,0.6196533008185402
250,0.5,0.25,-0.19999999999999996,0.5,0.6510720914691638
250,0.5,0.25,-0.19999999999999996,0.5,0.6562773546332612
250,0.5,0.25,-0.19999999999999996,0.5,0.6738050813704167
250,0.5,0.25,-0.19999999999999996,0.5,0.6797733326544025
250,0.5,0.25,-0.19999999999999996,0.5,0.6511415128461447
250,0.5,0.25,-0.19999999999999996,0.5,0.6747242149819485
250,0.5,0.25,-0.19999999999999996,0.5,0.6401003845386882
250,0.5,0.25,-0.19999999999999996,0.5,0.6262475230172618
250,0.5,0.25,-0.19999999999999996,0.5,0.6275627674499811
250,0.5,0.25,-0.19999999999999996,0.5,0.657657345455286
250,0.5,0.25,-0.19999999999999996,0.5,0.6723438779402874
250,0.5,0.25,-0.19999999999999996,0.5,0.6387662293051707
250,0.5,0.25,-0.19999999999999996,0.5,0.6345157492109472
250,0.5,0.25,-0.19999999999999996,0.5,0.6630290291001606
250,0.5,0.25,-0.19999999999999996,0.5,0.6613792324386435
250,0.5,0.25,-0.19999999999999996,0.5,0.659220263589007
250,0.5,0.25,-0.19999999999999996,0.5,0.6302976240710145
250,0.5,0.25,-0.19999999999999996,0.5,0.6570751616303808
250,0.5,0.25,-0.19999999999999996,0.5,0.6325553000110911
250,0.5,0.25,-0.19999999999999996,0.5,0.660388311038428
250,0.5,0.25,-0.19999999999999996,0.5,0.6261929671775929
250,0.5,0.25,-0.19999999999999996,0.5,0.6414976501784851
250,0.5,0.25,-0.19999999999999996,0.5,0.6077514077933588
250,0.5,0.25,-0.19999999999999996,0.5,0.6179369734291102
250,0.5,0.25,-0.19999999999999996,0.55,0.602996224294152
250,0.5,0.25,-0.19999999999999996,0.55,0.5748244620322246
250,0.5,0.25,-0.19999999999999996,0.55,0.5772035254468483
250,0.5,0.25,-0.19999999999999996,0.55,0.6118998015847373
250,0.5,0.25,-0.19999999999999996,0.55,0.5697564402034868
250,0.5,0.25,-0.19999999999999996,0.55,0.5866239180995159
250,0.5,0.25,-0.19999999999999996,0.55,0.5894237091049253
250,0.5,0.25,-0.19999999999999996,0.55,0.5755163280455463
250,0.5,0.25,-0.19999999999999996,0.55,0.5838133789362373
250,0.5,0.25,-0.19999999999999996,0.55,0.58115003836084
250,0.5,0.25,-0.19999999999999996,0.55,0.5960866164011799
250,0.5,0.25,-0.19999999999999996,0.55,0.5803385307230324
250,0.5,0.25,-0.19999999999999996,0.55,0.5899871374507841
250,0.5,0.25,-0.19999999999999996,0.55,0.5861187285473489
250,0.5,0.25,-0.19999999999999996,0.55,0.5884262413675878
250,0.5,0.25,-0.19999999999999996,0.55,0.6102453248036857
250,0.5,0.25,-0.19999999999999996,0.55,0.5913858927045367
250,0.5,0.25,-0.19999999999999996,0.55,0.5943532760356852
250,0.5,0.25,-0.19999999999999996,0.55,0.5956203365243486
250,0.5,0.25,-0.19999999999999996,0.55,0.5962975370392504
250,0.5,0.25,-0.19999999999999996,0.55,0.5949764760845381
250,0.5,0.25,-0.19999999999999996,0.55,0.5734496871916761
250,0.5,0.25,-0.19999999999999996,0.55,0.5845011826462886
250,0.5,0.25,-0.19999999999999996,0.55,0.6029811927354788
250,0.5,0.25,-0.19999999999999996,0.55,0.5701417155809448
250,0.5,0.25,-0.19999999999999996,0.55,0.57609399899218
250,0.5,0.25,-0.19999999999999996,0.55,0.5726355646884889
250,0.5,0.25,-0.19999999999999996,0.55,0.5940643497080472
250,0.5,0.25,-0.19999999999999996,0.55,0.6006533982725094
250,0.5,0.25,-0.19999999999999996,0.55,0.5822124922101047
250,0.5,0.25,-0.19999999999999996,0.55,0.5737513130558234
250,0.5,0.25,-0.19999999999999996,0.55,0.600335148481162
250,0.5,0.25,-0.19999999999999996,0.55,0.6067705527949361
250,0.5,0.25,-0.19999999999999996,0.55,0.5873769908882506
250,0.5,0.25,-0.19999999999999996,0.55,0.5873495088129628
250,0.5,0.25,-0.19999999999999996,0.55,0.5889704287673136
250,0.5,0.25,-0.19999999999999996,0.55,0.5991461596006752
250,0.5,0.25,-0.19999999999999996,0.55,0.5879361854168296
250,0.5,0.25,-0.19999999999999996,0.55,0.576241736153835
250,0.5,0.25,-0.19999999999999996,0.55,0.5912310722183932
250,0.5,0.25,-0.19999999999999996,0.55,0.5883446408255121
250,0.5,0.25,-0.19999999999999996,0.55,0.5792443144738645
250,0.5,0.25,-0.19999999999999996,0.55,0.5682760743821206
250,0.5,0.25,-0.19999999999999996,0.55,0.6069925531225244
250,0.5,0.25,-0.19999999999999996,0.55,0.5894869348015178
250,0.5,0.25,-0.19999999999999996,0.55,0.5837198683670426
250,0.5,0.25,-0.19999999999999996,0.55,0.5797133618221985
250,0.5,0.25,-0.19999999999999996,0.55,0.6098127285080303
250,0.5,0.25,-0.19999999999999996,0.55,0.5662734315168715
250,0.5,0.25,-0.19999999999999996,0.55,0.5848759231685783
250,0.5,0.25,-0.19999999999999996,0.55,0.5730823051836289
250,0.5,0.25,-0.19999999999999996,0.55,0.5849308855680436
250,0.5,0.25,-0.19999999999999996,0.55,0.5576825247724226
250,0.5,0.25,-0.19999999999999996,0.55,0.6058765223942142
250,0.5,0.25,-0.19999999999999996,0.55,0.5991042739112454
250,0.5,0.25,-0.19999999999999996,0.55,0.5732957422115346
250,0.5,0.25,-0.19999999999999996,0.55,0.5758072962111354
250,0.5,0.25,-0.19999999999999996,0.55,0.5764431284484687
250,0.5,0.25,-0.19999999999999996,0.55,0.5724654653831701
250,0.5,0.25,-0.19999999999999996,0.55,0.5954765622746319
250,0.5,0.25,-0.19999999999999996,0.55,0.5956940968264746
250,0.5,0.25,-0.19999999999999996,0.55,0.5725745043830087
250,0.5,0.25,-0.19999999999999996,0.55,0.6009034813091683
250,0.5,0.25,-0.19999999999999996,0.55,0.5712032425745387
250,0.5,0.25,-0.19999999999999996,0.55,0.597197070541958
250,0.5,0.25,-0.19999999999999996,0.55,0.5625887643740394
250,0.5,0.25,-0.19999999999999996,0.55,0.6163459169069777
250,0.5,0.25,-0.19999999999999996,0.55,0.5725785786736748
250,0.5,0.25,-0.19999999999999996,0.55,0.5861878117753277
250,0.5,0.25,-0.19999999999999996,0.55,0.5796842055493393
250,0.5,0.25,-0.19999999999999996,0.55,0.5822743345330564
250,0.5,0.25,-0.19999999999999996,0.55,0.6052165333526599
250,0.5,0.25,-0.19999999999999996,0.55,0.5837155746998163
250,0.5,0.25,-0.19999999999999996,0.55,0.5725336042789754
250,0.5,0.25,-0.19999999999999996,0.55,0.5812652443182188
250,0.5,0.25,-0.19999999999999996,0.55,0.6075896102490274
250,0.5,0.25,-0.19999999999999996,0.55,0.5861566731973155
250,0.5,0.25,-0.19999999999999996,0.55,0.5915889322107888
250,0.5,0.25,-0.19999999999999996,0.55,0.5702128002243071
250,0.5,0.25,-0.19999999999999996,0.55,0.5714290514644381
250,0.5,0.25,-0.19999999999999996,0.55,0.5957116457119397
250,0.5,0.25,-0.19999999999999996,0.55,0.5728656880968637
250,0.5,0.25,-0.19999999999999996,0.55,0.6094048159646529
250,0.5,0.25,-0.19999999999999996,0.55,0.596958197625851
250,0.5,0.25,-0.19999999999999996,0.55,0.5811938686014203
250,0.5,0.25,-0.19999999999999996,0.55,0.5987218298998968
250,0.5,0.25,-0.19999999999999996,0.55,0.5791233541129287
250,0.5,0.25,-0.19999999999999996,0.55,0.5912477567056809
250,0.5,0.25,-0.19999999999999996,0.55,0.5999021042517851
250,0.5,0.25,-0.19999999999999996,0.55,0.5893064240054025
250,0.5,0.25,-0.19999999999999996,0.55,0.5875921204724247
250,0.5,0.25,-0.19999999999999996,0.55,0.5897168472924389
250,0.5,0.25,-0.19999999999999996,0.55,0.5965481174703602
250,0.5,0.25,-0.19999999999999996,0.55,0.6065924368637926
250,0.5,0.25,-0.19999999999999996,0.55,0.6186549944463445
250,0.5,0.25,-0.19999999999999996,0.55,0.5885152229264088
250,0.5,0.25,-0.19999999999999996,0.55,0.5719013455048287
250,0.5,0.25,-0.19999999999999996,0.55,0.5620605017698048
250,0.5,0.25,-0.19999999999999996,0.55,0.6019715115628156
250,0.5,0.25,-0.19999999999999996,0.55,0.5940094748570824
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5302247048931347
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5634235771424926
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5537360651956338
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5483766418324928
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5517365236540326
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5420348448132895
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5509658206520232
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5583331226535542
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5381037271201555
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5357982205299313
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5348753026314174
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5367957963256039
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5305257699241864
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.511868281753424
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5467060574323069
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5477632727115157
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5248785579197148
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5339870817233656
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5284702663655777
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5350881202208231
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5543181455975716
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5529375511073306
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5525989892773828
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5244549571469174
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5586036582292254
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5487966738283141
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5343143826355469
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5396139026567898
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5369230059745423
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5499950304317963
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5467399097033143
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.550573417421908
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5412730107645115
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.541080753073092
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5108611711584478
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5470144555532294
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5339351775257605
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5553524280885475
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5452367822354172
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5399872429691931
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5474401765147783
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5537700442455545
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5380627086687155
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5478886060605024
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5572804090692112
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5526391378367708
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5788499001364205
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5469549812742808
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5366550948069889
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5430678738903673
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5457296549659525
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5463886297618742
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5339362341333879
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5377238604765208
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5646117852390101
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.535006035140076
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5251472659491467
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5537715125388669
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5698124350252048
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.555069494848743
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5526583211024344
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5475406257254959
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5286730886028017
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5286322866318401
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5493054308473151
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5350542547722218
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5337724186229458
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5382320665401673
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5364200172162734
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5488423026810482
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5308042520052194
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5489400958666172
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.552260504255257
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5559317622723522
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5514405474036523
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5370389051686207
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5403132658362484
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5480054934179814
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5417597976473691
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5268271338002861
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5363215728374316
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5402965675837232
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5425169048394414
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5321237439170926
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5445138490397383
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5678203384475183
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5163501282322919
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5694000542112028
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.540631834106906
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5319442106673423
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5323211849417657
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5410440075713473
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5378239506062139
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5428212017844982
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5383637523731944
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5469084783347694
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5443825950006126
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5507230221551336
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5439103999028914
250,0.5,0.25,-0.19999999999999996,0.6000000000000001,0.5540670612817487
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5015210718553149
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.4996315680492867
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5147082665528808
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5278783099675685
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5033028490560573
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5252606245134626
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5196129023675602
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5124485712724577
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.49597253476111375
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5100499900138168
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.49953484386264024
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.4994017180433476
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.49264705648012663
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.47828629584037424
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.4947119233232666
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5066861969366123
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.493048620013055
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5184090631300277
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5068122091289933
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.49373152873101034
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5149171884731597
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.49973085996946925
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5019466654834236
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5073037089899781
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5023299512352388
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5030068976863366
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.4984331833617953
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5198773775554605
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.516317140050405
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.49607882034357703
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5119038292790896
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5044485285403233
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5250798990857888
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5344179372722206
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.517693008956798
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5126352183543458
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5327159136188471
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5139587646135207
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5064177221304702
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.4932844239633098
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5224416807539718
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.4981688952385147
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5212390722189948
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5044659856375123
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.48500405002034613
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5373797918752049
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.4923424275883052
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.49820742853481204
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5041499397291984
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5056898486646482
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.4998266012830252
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.4836877060819267
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5073093629511742
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5210334777056039
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5148588242941065
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.478489323514926
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.514811824375254
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5379885261687037
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5163747579103661
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5007374049003892
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5460984241361415
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5144529999049501
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5221061832149057
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.4962908224192318
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5085667743451059
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.4939472570396832
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5386379841125979
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5149527524581555
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5275359857009254
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.4921316008903731
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5058185298630186
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.48097953013742323
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5131168585551865
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5116652256985978
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5335483377531179
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.49875763228028724
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.507808428589398
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5003448789109541
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.4896417293582011
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5028624916337789
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5104243491966062
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5102503022480565
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.4926309956289718
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5034209018173702
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5118953863023059
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5020918392225489
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5079621939102822
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.49720552944069213
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.49392127295981825
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5120383029037919
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.503897095459852
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5065730137227331
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.538915617562203
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5034355724751975
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5181055911155948
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5396519423378453
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.49015752441579524
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5059029037318677
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.5078529598516401
250,0.5,0.25,-0.19999999999999996,0.6500000000000001,0.49827315818032986
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.4808381789655085
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.4686608439670559
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.4780351233098082
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.47691168857126987
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.4763390889612707
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.4638106052812234
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.4764536001832823
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.4835903741243587
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.4772706903080532
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.4782345530578536
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.48671554425895697
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.4822904134436595
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.48568776987256057
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.47703045475199246
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.4653108958932265
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.4798828515038701
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.4750524209011825
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.4943699596224571
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.491665396224854
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.48481249836896295
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.4661403120269153
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.46392834600771027
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.46873187589436327
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.4647537156531499
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.4772992740262655
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.4919091495923989
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.4843728106490552
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.47432411254461193
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.48264110336931654
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.4828617258040454
250,0.5,0.25,-0.19999999999999996,0.7000000000000001,0.47840433020781814
